job_id,title,description_excerpt,predicted_label,classification_score,expected_label,review_notes
811,AI DevOps Engineer / Automation Builder (m/w/d),"Wir handeln THG-Quoten und betreiben mit Elektrovorteil eine der aktiven B2C-Marken im Markt. Hinter dem Wachstum steht ein kleines, schnelles Team, das seine Prozesse konsequent mit KI und eigenen Tools skaliert statt mit mehr Köpfen. Wir suchen jemanden, der genau das vorantreibt: aus einem Ticket wird bei dir in Tagen ein laufendes Tool, kein Backlog-Eintrag für nächstes Quartal. Wenn du KI nicht als Buzzword, sondern als tägliches Werkzeug nutzt und Freude daran hast, Systeme zu verbinden und Abläufe zu automatisieren, passt die Rolle. Deine Mission Du machst unser Unternehmen operativ schneller, indem du Prozesse automatisierst, interne Tools baust und unsere Systemlandschaft (HubSpot, Mailchimp, interne Datenbanken, KI-Assistenten) zu einem sauber verzahnten Ganzen machst. Aufgaben Ticket zu Vibecode: Du nimmst Anforderungen aus dem Team auf und setzt sie mit modernen KI-Coding-Tools (Claude Code, Cursor und vergleichbar) schnell in funktionierende, verlässliche Lösungen um. Prototyp heute, pilotreif diese Woche. Prozesse automatisieren: Du findest wiederkehrende manuelle Abläufe (Support, Kampagnen, Reporting, Datenpflege) und ersetzt sie durch Automatisierungen und Skripte. Tools bauen und betreiben: interne Web-Tools, Dashboards, kleine Services und KI-Assistenten. Von der Idee über die Umsetzung bis zum stabilen Betrieb. HubSpot-Integration: Du verbindest HubSpot mit unseren übrigen Systemen (Datenflüsse, Workflows, Anreicherung, Reporting) und sorgst dafür, dass Ve...",ambiguous,5.0,ambiguous,الدور يجمع بين تشغيل وأتمتة الأنظمة من جهة وبناء أدوات وخدمات وتكاملات داخلية من جهة أخرى؛ لذلك يتداخل بين Backend وDevOps.
394,Senior Java Fullstack Developer (m/w/d),"Als IT-Dienstleister treiben wir die Digitalisierung des öffentlichen Sektors voran und schaffen echten Mehrwert für Millionen Menschen in Deutschland. Wir können vieles richtig gut, aber eben noch nicht alles. Darum suchen wir immer wieder neue Kolleg:innen, die mit ihren Ideen, ihrem Können und Engagement etwas bewegen wollen. Fühlst du dich angesprochen? Dann gestalte Deine Welt zum Besseren und werde Teil unseres Customer Clusters Finance.DEINE MISSIONAls Senior Java Fullstack Developer (m/w/d) unterstützt du ein Großprojekt der zentralen IT-Vorhaben der deutschen Steuerverwaltung. Im Fokus steht ein Verfahren, das die übergreifenden Geschäftsprozesse zwischen verschiedenen Fachverfahren steuert.Deine Aufgaben Konzeption, Modellierung und Umsetzung von fachlichen Prozessen unter Einsatz von BPMN (Camunda) – von der Anforderungsaufnahme bis zur technischen UmsetzungEntwicklung und Weiterentwicklung von performanten Backend-Komponenten auf Basis von Java (17/21) und Spring Boot zur Unterstützung komplexer, verfahrensübergreifender GeschäftsprozesseDesign und Implementierung von Schnittstellen (REST, SOAP, Messaging) inklusive Abstimmung mit angrenzenden Systemen und TeamsErarbeitung von technischen Lösungsdesigns für systemübergreifende Prozessabläufe sowie deren Integration in bestehende ArchitekturenAktive Mitwirkung bei der Transformation und Verarbeitung großer Datenmengen innerhalb verteilter SystemlandschaftenAbstimmung mit Projektbeteiligten sowie Teilnahme an Austau...",ambiguous,6.6,ambiguous,العنوان Fullstack والوصف يشمل مكونات Backend وتكاملات وعمليات شاملة؛ لذلك يجمع أكثر من مسار تطوير ولا يصح حصره في مسار واحد.
395,Senior Java Fullstack Developer mit technischem Fokus (m/w/d),"Als IT-Dienstleister treiben wir die Digitalisierung des öffentlichen Sektors voran und schaffen echten Mehrwert für Millionen Menschen in Deutschland. Wir können vieles richtig gut, aber eben noch nicht alles. Darum suchen wir immer wieder neue Kolleg:innen, die mit ihren Ideen, ihrem Können und Engagement etwas bewegen wollen. Fühlst du dich angesprochen? Dann gestalte Deine Welt zum Besseren und werde Teil unseres Customer Clusters Finance.DEINE MISSIONAls Senior Java Fullstack Developer mit technischem Fokus (m/w/d) unterstützt du ein Großprojekt der zentralen IT-Vorhaben der deutschen Steuerverwaltung. Im Fokus steht ein Verfahren, das die übergreifenden Geschäftsprozesse zwischen verschiedenen Fachverfahren steuert.Deine Aufgaben Entwicklung performanter Backend-Komponenten auf Basis von Java (17/21) und Spring Boot Konzeption und Umsetzung von verfahrensübergreifenden Prozessen sowie Integration in bestehende SystemlandschaftenMitwirkung bei der Entwicklung von Komponenten zur Datenverarbeitung und -transformation innerhalb großer, verteilter SystemeAbstimmung mit technischen Stakeholdern und Projektteams – überwiegend remote, mit gelegentlichen Vor-Ort-Terminen (ca. 1x pro Monat in Kaarst)Konzeption von technischen Lösungen zur Überwachung und Steuerung der Anwendung (inkl. UI-nahe Backendversorgung)Durchführung von Entwicklertests sowie Sicherstellung der SoftwarequalitätPflege, Wartung und kontinuierliche Optimierung bestehender Software-KomponentenErstellung techni...",ambiguous,4.4,ambiguous,العنوان يحدد الدور Fullstack رغم أن التركيز التقني أكبر على Java وSpring Boot؛ لذلك يبقى الدور متعدد المسارات وليس Backend خالصاً.
524,Senior Software Developer (m/f/d) Java/Kotlin with Spring Boot,"Do you want to build software that truly makes an impact? At etalytics, we develop intelligent energy management solutions that help industrial companies reduce energy consumption, lower CO₂ emissions, and cut costs. With our AI- and data-driven products, we actively contribute to a more sustainable future.As a Senior Software Developer, you will join our backend team in Darmstadt and work on our etaONE® platform. You will take technical ownership, actively contribute to architectural decisions, and support the growth of our engineering team with your experience. If you care about clean code, modern architectures, and meaningful software, you will feel right at home with us.Tasks:Design, develop, and maintain scalable backend features – from REST APIs to the persistence layer – using Spring Boot with Java and/or KotlinActively contribute to the evolution of our cloud-native microservice architectureContinuously improve our system landscape using modern technologies such as Docker, Kubernetes, CI/CD pipelines, and asynchronous pub/sub mechanismsProvide technical and functional input for new product and solution ideas, including architecture and technology decisionsEnsure high code quality and long-term maintainability through test-driven development, automated testing (e.g., JUnit, Mockito, MockK), and static code analysisMentor and support junior developers while fostering a strong engineering culture focused on learning and knowledge sharingCollaborate closely with product m...",ambiguous,5.15,backend,الوصف يذكر صراحة الانضمام إلى فريق Backend وتطوير REST APIs وطبقة التخزين باستخدام Java/Kotlin وSpring Boot؛ لذلك المسار الصحيح Backend.
929,Fullstack Software Developer (m/w/d),"Du möchtest nicht nur Code schreiben, sondern technische Herausforderungen ganzheitlich lösen? In unserem Professional-Services-Team entwickelst du individuelle Lösungen für unsere Plattform und begleitest Kundenprojekte von der Analyse bis zur Umsetzung. Du arbeitest nicht auf der grünen Wiese, sondern entwickelst Lösungen für reale Kundenanforderungen in bestehenden Systemlandschaften. Dafür brauchst du technische Neugier, analytisches Denken und die Bereitschaft, auch komplexe Zusammenhänge zu durchdringen. Du treibst technische Themen eigenständig voran, übernimmst Verantwortung für nachhaltige Lösungen und setzt moderne KI-Werkzeuge dort ein, wo sie einen echten Mehrwert schaffen. Aufgaben Umsetzung von Kundenanforderungen in passgenaue und nachhaltige Softwarelösungen Entwicklung individueller Erweiterungen für unsere CRM- und xRM-Plattform Analyse, Debugging und Optimierung bestehender Anwendungen Entwicklung und Wartung von Schnittstellen zu Fremdsystemen Bewertung technischer Anforderungen sowie realistische Einschätzung von Aufwänden und Komplexität Durchführung von Code Reviews und Sicherstellung hoher Softwarequalität Mentoring und fachliche Unterstützung weniger erfahrener Entwickler:innen Aktive Nutzung und Weiterentwicklung KI-gestützter Entwicklungsprozesse Qualifikation Mindestens 5 Jahre praktische Erfahrung in der Softwareentwicklung nach Abschluss deines Studiums oder deiner Ausbildung Du bewegst dich sicher im Fullstack-Umfeld und bringst ein fundiertes V...",ambiguous,2.85,ambiguous,العنوان والمهام يصفان تطويراً Fullstack وحلولاً تمتد عبر أجزاء متعددة من التطبيق؛ لذلك التصنيف الصحيح Ambiguous.
972,"Lead Product Manager, AI (m/f/x)","TL;DR: Baue mit uns die Nr. 1 AI-ERP-Software des 30-Mrd.-€-Gebäudereinigungsmarkts in DACH. Wir haben PMF, über 700 Kunden, jetzt geht's ums Skalieren. Wir suchen einen Product Manager, der eng mit Founder und Engineering arbeitet, nah am Kunden denkt und Produkt mit AI auf ein neues Level hebt. Über PlanD und was wir bauen PlanD ist die führende ERP-Lösung für Gebäudereinigungsunternehmen im DACH-Raum. Jetzt beginnt die nächste Phase: Die beste AI-ERP Lösung am Markt werden, Skalierung auf >10 Mio. ARR, Upmarket-Expansion und konsequentes AI-first Company Building. Aufgaben Die Rolle und worum es geht Du übernimmst Verantwortung für zentrale Produktbereiche von Strategie, Discovery, Execution, bis zum Rollout. Du arbeitest direkt mit dem Founder, Engineering und Kunden zusammen und triffst Entscheidungen mit unmittelbarem Einfluss auf Produkt und Wachstum. Diese Rolle ist ideal für einen erfahrenen Product Manager mit starkem Product Sense, der schnelle Umsetzung mit hohem Impact ermöglichen möchte. AI ist ein zentraler Bestandteil unserer Produkt- und Unternehmensstrategie. Wir nutzen AI intensiv für Prototyping, Automatisierung und Produktentwicklung und erwarten eine hohe Bereitschaft, neue Tools, Workflows und Arbeitsweisen aktiv voranzutreiben. Deine Aufgaben: Verantwortung für Produktstrategie, Priorisierung und Execution in zentralen Produktbereichen Entwicklung und Steuerung der Produkt-Roadmap gemeinsam mit Founder und Engineering Identifikation von Nutzerproblemen...",ambiguous,2.85,out_of_scope,المهام الأساسية هي إدارة المنتج والاستراتيجية والـRoadmap والأولويات، وليست تنفيذ أحد مسارات التطوير الأربعة؛ لذلك الوظيفة خارج النطاق.
363,AI Platform Engineer (m/w/d),"Wir glauben nicht daran, dass Unternehmen künftig mehr Compliance-Mitarbeiter brauchen. Wir glauben daran, dass sie weniger manuelle Arbeit und mehr intelligente Systeme brauchen. Deshalb bauen wir bei VIAMA eine Plattform, die Menschen, KI und Governance miteinander verbindet. Nicht als Chatbot. Nicht als Spielerei. Sondern als digitales Betriebssystem für Unternehmen. Dafür suchen wir keinen klassischen Softwareentwickler. Wir suchen jemanden, der Lust hat, diese Zukunft mit uns zu bauen. Deine Mission Du entwickelst gemeinsam mit uns die AI-Plattform von VIAMA. Du baust Agenten, die später Aufgaben übernehmen, für die heute ganze Teams benötigt werden. Zum Beispiel: Dokumente analysieren Richtlinien prüfen Evidenzen sammeln Risiken erkennen Managementberichte vorbereiten Maßnahmen nachhalten Kunden intelligent begleiten Du entwickelst keine Demos. Du entwickelst Systeme, die täglich produktiv genutzt werden. Aufgaben Entwicklung unserer AI- und Agentenplattform Aufbau und Weiterentwicklung von ComplianceGuard Entwicklung intelligenter AI-Agenten Integration von LLMs (Cloud und lokal) Entwicklung von Workflows und Automatisierungen Integration externer Systeme und APIs Aufbau einer skalierbaren Plattformarchitektur Zusammenarbeit mit unseren Governance-Experten Überführung fachlicher Anforderungen in produktive AI-Lösungen Technologien Du musst nicht alles können. Aber du solltest Lust haben, dich darin zu bewegen. Python FastAPI Docker PostgreSQL Git Ollama OpenAI API Clau...",ambiguous,8.15,backend,رغم ارتباط المجال بالذكاء الاصطناعي، فإن العمل الفعلي هو بناء منصة وخدمات وواجهات APIs باستخدام Python وFastAPI وPostgreSQL؛ لذلك الأقرب Backend.
691,Fullstack Softwareentwickler (m/w/d),"Du willst an zeitgemäßen Softwarelösungen mitwirken – von der Backend-Logik über Schnittstellen bis zur Benutzeroberfläche? Du bewegst dich sicher in skalierbaren Systemlandschaften und agilen Teamstrukturen? Dann bist du bei TecFox richtig aufgehoben. Als innovativer IT-Dienstleister mit Sitz in der Region Braunschweig/Wolfsburg setzen wir bundesweit anspruchsvolle IT-Projekte für renommierte Unternehmen aus unterschiedlichen Branchen um. Mit fundiertem Fachwissen, hohem Qualitätsbewusstsein und kontinuierlichem Entwicklungsstreben schaffen wir nachhaltige digitale Lösungen. Unsere Unternehmenskultur zeichnet sich durch Offenheit, Professionalität und ein echtes Gemeinschaftsgefühl aus. Kurze Kommunikationswege, schlanke Prozesse und eine kompakte Struktur sind bei uns selbstverständlich. Aufgaben Als Fullstack-Entwickler:in gestaltest du leistungsstarke Systeme mit und bringst dich fachlich wie konzeptionell ein: Entwicklung, Weiterentwicklung und Betrieb skalierbarer Anwendungen auf Basis moderner Microservices-Architekturen Fullstack-Entwicklung unter Einsatz von Technologien wie Spring Boot, Apache Kafka, REST-APIs und Angular (ab Version 18) Enge Abstimmung mit UI/UX-, Frontend- und Backend-Teams – von der Anforderungsanalyse bis zur Inbetriebnahme Gewährleistung von Performance, Sicherheit und Skalierbarkeit über den gesamten Stack hinweg Untersuchung bestehender Systeme, Behebung von Fehlern und laufende Optimierung der Anwendungen Beteiligung an Architekturentscheidu...",ambiguous,4.0,ambiguous,الوصف يذكر Fullstack صراحة ويجمع Spring Boot وREST APIs مع Angular والتعاون مع فرق Frontend وBackend؛ لذلك التصنيف Ambiguous.
423,Werkstudent oder Praxissemester als Full Stack Developer  (m/w/d),"Bei UNIQBIT entwickeln wir intuitive Apps, passgenaue Plattformen und performante Weblösungen. Wir automatisieren Prozesse mit maßgeschneiderten BI-Anwendungen, implementieren innovative eCommerce-Lösungen, optimieren IT-Infrastrukturen und beraten Unternehmen strategisch auf ihrem Weg zur digitalen Transformation. Wir verbinden somit die analoge mit der digitalen Welt um unseren Kunden ein durchgehendes Markenerlebnis zu bieten. Arbeite in interdisziplinären Teams, entwickle innovative Lösungen und setze neue Standards in der digitalen Transformation von Handel und der Energiewirtschaft. Wir sind ein junges Team und suchen immer nach talentierten Menschen, die unsere Leidenschaft für digitale Innovation teilen. Unser Versprechen: Fordere uns und wir fördern dich! Aufgaben Du möchtest dein bestehendes Knowledge anwenden und gemeinsam ausbauen? Bei uns arbeitest du an: Projekten mit modernem Techstack (React, NextJS, Postgres, ...) Komplexen Web-Apps sowie hybriden Apps für iOS und Android So sieht dein Arbeitsalltag bei uns aus: Du erhältst erste Erfahrungen im Berater:innen-Alltag Du unterstützt bei der Umsetzung spannender Digitalprojekte für namhafte mittelständische Unternehmen und Großkonzerne Enge Zusammenarbeit mit erfahrenen Kolleg:innen in interdisziplinären agilen Teams Weiterentwicklung deiner persönlichen, methodischen und technischen Kompetenz Eigenverantwortliche Umsetzung innovativer Ideen sowie spannender Projekte Lockere & moderne Arbeitsatmosphäre - Fordere...",ambiguous,4.35,ambiguous,الدور Full Stack ويشمل React وNext.js وPostgres إضافة إلى تطبيقات هجينة لـiOS وAndroid؛ لذلك يجمع أكثر من مسار مدعوم.
846,Senior Full-Stack Engineer (all genders),"At Lumiform, we help companies digitise and automate their frontline operations, from inspections to trainings and workflows, so they can meet the highest safety, quality, and efficiency standards every day. Over 1,000 paying customers and 45,000 active users rely on Lumiform to operate safety and efficiently across manufacturing, retail, logistics, hospitality, healthcare, and other compliance-heavy industries. Backed by leading investors like Capnamic and 42CAP, and with over €10 million raised, we are scaling fast and building the category-defining platform for AI-powered frontline safety and efficiency in Europe and beyond. Our product will evolve into the leading software for meeting quality and safety standards. Our incredible team works passionately to help other companies deliver quality and make workplaces safe. About the Role: We’re looking for a talented Senior Full-Stack Engineer (all genders) to help us build and scale modern web applications across frontend and backend. You’ll work in a collaborative agile team, contribute to architecture and implementation decisions, and deliver reliable, well-tested features end to end. Tasks Build, maintain, and improve full-stack features using Vue.js, TypeScript, Laravel, and MySQL. Develop robust APIs and integrate with external services. Write clean, maintainable, and tested code (unit/integration/e2e where relevant). Optimise performance across frontend, backend, and database queries. Collaborate closely with product, de...",ambiguous,8.25,ambiguous,العنوان والمهام Full-Stack صراحة باستخدام Vue.js وTypeScript وLaravel وMySQL، أي Frontend وBackend معاً؛ لذلك التصنيف Ambiguous.
713,Performance Marketing Manager (m/w/d) für Babauba - Bayern / Remote - Vollzeit/Teilzeit (mind 30Stunden),"Über Babauba Babauba ist eine Love Brand für farbenfrohe Kindermode. Wir haben die Marke im September 2025 übernommen und relauncht. Wir produzieren in Europa: in einer Produktion mit einem Team aus Müttern, die um 15 Uhr gehen, um ihre eigenen Kinder abzuholen. Wir stehen gegen den Beige-Trend, gegen Fast Fashion, gegen Marketing-Bullshit. Wir stehen für: bunte Kleidung, ehrliche Kommunikation und eine Community, die etwas bewegt. Was uns als Arbeitgeber ausmacht Bei uns gibt es einen direkten Draht zur Geschäftsführung/Inhaber, keine Konzern-Hierarchie, keine Marketing-Meetings die aus Marketing-Meetings entstehen. Wir arbeiten mit einer echten Community aus 200.000 Menschen, die aktiv mit uns kommunizieren, nicht für eine anonyme Zielgruppe. Wir schätzen kreative Freiheit über Corporate-Rituale und schauen was wirklich funktioniert, nicht was auf Slides gut aussieht. Aufgaben Deine Aufgabe Du übernimmst die Verantwortung für unser Meta-Ads-Setup und optimierst es systematisch. Konkret bedeutet das: Tägliches Monitoring und Optimierung unserer Meta Ads (Facebook, Instagram, WhatsApp) Aufbau einer strukturierten Test-Logik mit Ad Sets, Hook-Varianten und Building Blocks Analyse von Backend-KPIs (Profit, Neukunden, CAC, ROAS) und nicht nur Vanity-Metriken Enge Zusammenarbeit mit unseren UGC-Creators und dem Kreativ-Team (Sebi, Christina, Jack) Wettbewerbs-Analyse: Was macht die Konkurrenz? Was können wir daraus lernen? Reporting an die Geschäftsführung: ehrlich, ohne Schönfär...",out_of_scope,0.0,out_of_scope,الدور متخصص في التسويق الرقمي وإعلانات Meta وتحليل مؤشرات التسويق، ولا ينتمي إلى أي مسار تطوير مدعوم؛ لذلك خارج النطاق.
98,IT Projektmanager Software Implementierung (m/w/d),"Im Auftrag unser Partnerunternehmen in München suchen wir Sie als „IT Projektmanager Software Implementierung (m/w/d)“. Aufgaben Als IT Projektmanager (m/w/d) leiten und steuern Sie internationale Kundenprojekte zur Implementierung von Softwarelösungen im Bereich Instandhaltung und Flottenmanagement Als zentrale Schnittstelle koordinieren Sie die Zusammenarbeit zwischen Kunden, internen Fachbereichen und externen Dienstleistern Sie erfassen und analysieren Kundenanforderungen und überführen diese in strukturierte technische Spezifikationen und Arbeitspakete Darüber hinaus übernehmen Sie das Projektcontrolling inklusive Meilensteinplanung, Risikoanalyse sowie das aktive Gegensteuern bei Abweichungen Zusätzlich verantworten Sie das Stakeholder-Reporting und stellen eine transparente Kommunikation gegenüber Kunden und Management sicher Qualifikation Grundlage bildet ein abgeschlossenes Studium in Wirtschaftsinformatik, Informatik, Wirtschaftsingenieurwesen oder eine vergleichbare Qualifikation; alternativ eine IT-Ausbildung mit mehrjähriger Erfahrung im Projektmanagement Sie verfügen über fundiertes technisches Verständnis von Softwarearchitekturen, Schnittstellen (APIs) und Entwicklungsprozessen zur sicheren Steuerung technischer Dienstleister Idealerweise bringen Sie Berufserfahrung als IT-Projektmanager (m/w/d), Projektleiter (m/w/d), Product Owner (m/w/d) oder IT-Consultant (m/w/d) mit Zusätzlich sind Kenntnisse im Umfeld Instandhaltung, Werkstattprozesse oder Flottenmanagem...",out_of_scope,0.0,out_of_scope,المهام تركز على إدارة مشاريع تنفيذ البرمجيات والتخطيط والميزانية والتواصل مع أصحاب المصلحة، لا على تطوير البرمجيات؛ لذلك خارج النطاق.
922,HR Admin Specialist (Payroll) (all genders),"“Service is our recipe for winning” Wir sind mehr als 50.000 Menschen in 23 Ländern auf der ganzen Welt. Wir sind ein globales Unternehmen, das sich von einem globalen Ziel leiten lässt und fest davon überzeugt ist, dass wir die Herzen der Menschen durch einen hervorragenden Service gewinnen können. AmRest Deutschland ist eine Tochtergesellschaft der AmRest Holdings SE, dem größten unabhängigen Restaurantbetreiber in Zentral- und Osteuropa mit einer wachsenden internationalen Präsenz und einem Portfolio von bekannten, starken Marken wie KFC, Pizza Hut, Burger King und Starbucks, das auf Franchise, Lizenzpartnern und Joint Venture Partnerschaften basiert. In Deutschland betreibt AmRest als Lizenzpartner mehr als 130 Starbucks Stores mit über 1700 Mitarbeitern und 25 KFC Restaurants mit ca. 750 Mitarbeitern. Unser Restaurant Support Team hat seinen Sitz in München mit etwa 150 Mitarbeitern. Aufgaben Eigenständige Bearbeitung von administrativen Personalaufgaben (z.B. Vertragserstellung, Erstellung von Zeugnissen und diversen Bescheinigungen, etc.) Bearbeitung der abrechnungsrelevanten Unterlagen zur Vorbereitung für die externe Gehaltsabrechnung Erster Ansprechpartner für das Store Management im Hinblick auf administrative Fragen und Umsetzung auf operativer Ebene Sicherstellung einer korrekten Gehaltsabrechnung mit dem externen Abrechnungsdienstleister Pflege der Personalakten & des Zeiterfassungssystems Verantwortung und Mitarbeit bei HR-Projekten Vorbereiten und Halten von W...",out_of_scope,0.0,out_of_scope,الوظيفة إدارية في الموارد البشرية والرواتب والملفات الشخصية، ولا ترتبط بمسارات التطوير التقنية؛ لذلك خارج النطاق.
632,Telefonischer Kundenberater (m/w/d),"Telefonischer Kundenberater (m/w/d) - Vollzeit | München Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Telefonischen Kundenberater (m/w/d)“. Aufgaben Als Kundenberater (m/w/d) in der Reiseversicherung unterstützen Sie Versicherte telefonisch und schriftlich und begleiten diese bis zur erfolgreichen Lösung Sie koordinieren Hilfsmaßnahmen wie Krankenhausaufenthalte, medizinische Behandlungen und Krankenrücktransporte in enger Abstimmung mit internationalen Partnern Darüber hinaus stehen Sie im regelmäßigen Austausch mit Versicherungen, medizinischen Dienstleistern und weiteren Beteiligten und sorgen für eine reibungslose Fallbearbeitung Sie prüfen individuelle Anliegen, finden passende Lösungen und begleiten Ihre Kunden mit Einfühlungsvermögen durch herausfordernde Situationen Zusätzlich dokumentieren Sie alle Vorgänge sorgfältig und tragen zu einer hohen Servicequalität im internationalen Assistance-Umfeld bei Qualifikation Sie verfügen über eine abgeschlossene Ausbildung als Kaufmann für Tourismus und Freizeit (m/w/d), Kaufmann für Dialogmarketing (m/w/d), Hotelfachmann (m/w/d), Medizinischer Fachangestellter (m/w/d) oder über eine vergleichbare Qualifikation Idealerweise bringen Sie Berufserfahrung als Kundenberater (m/w/d), Servicecenter-Mitarbeiter (m/w/d), Reiseverkehrskaufmann (m/w/d) oder Mitarbeiter Kundenservice (m/w/d) mit – Ein Quereinstieg aus serviceorientierten Bereichen sind ebenfalls willkommen Erforderlich...",out_of_scope,0.0,out_of_scope,المهام خدمة عملاء واتصالات ومتابعة حالات التأمين، وليست عملاً تقنياً ضمن المسارات المدعومة؛ لذلك خارج النطاق.
279,Projektmanager Online-Marketing (w/m/d),"Deine Aufgaben Worum es bei uns gerade geht Projektmanagement im Online-Marketing bedeutet bei uns nicht, Tickets zu verwalten. Es bedeutet, Kundenbeziehungen zu führen, Kanalentscheidungen mitzugestalten und ein Team aus Spezialist:innen zusammenzuhalten. KI verändert gerade, wie wir arbeiten und was Kund:innen erwarten. Wir suchen jemanden, der das als Chance begreift und beides kann: strategisch denken und hands-on umsetzen. Was du bei uns machst Du führst die Kundenbeziehung: Ziele und Roadmaps werden gemeinsam mit Kund:innen definiert, Kick-offs, Quartals-Reviews und Jour Fixes liegen bei dir Du verbindest Stakeholder auf Kundenseite und intern, hältst Kontakt zu Geschäftsführung, Fachbereichen, Marketing, Sales und IT und bringst alle an einen Tisch Du entwirfst Strategien, triffst Kanalmix-Entscheidungen (SEO/GEO, SEA, Social, Tracking) und identifizierst Wachstumshebel Du nutzt KI aktiv im Alltag: für Recherche, Analysen, Content-Entwürfe, Automationen. Du verantwortest Performance und Reporting, erstellst Reports mit klaren Empfehlungen und nächsten Schritten statt reinen Datenlisten Du packst auch selbst mit an und setzt Maßnahmen in ausgewählten Projekten operativ um Du gestaltest den PM-Fachbereich aktiv mit: Standards, Learnings, Methoden Wie wir arbeiten Wir denken Kanäle zusammen und nicht in Silos KI ist fester Bestandteil unserer Arbeit, aber kein Selbstzweck Wir haben keine Ellenbogenkultur. Wenn du etwas nicht kannst helfen dir dabei, es zu lernen Entscheid...",out_of_scope,0.0,out_of_scope,الدور إدارة مشاريع وتسويق إلكتروني واستراتيجية قنوات وتقارير، وليس تطوير Backend أو Frontend أو Mobile أو DevOps؛ لذلك خارج النطاق.
78,Auftragskoordinator Produktionsplanung (m/w/d),"Auftragskoordinator Produktionsplanung (m/w/d) - Vollzeit | München Im Auftrag unseres Partnerunternehmens in München suchen wir Sie zum nächstmöglichen Zeitpunkt als „Auftragskoordinator Produktionsplanung (m/w/d)“. Aufgaben Als Produktionsplaner (m/w/d) erstellen und steuern Sie standortübergreifende Produktions- und Grobplanungen unter Berücksichtigung von Kapazitäten und Terminen Sie prüfen Kundenaufträge auf Realisierbarkeit, steuern die Einlastung im ERP-System und überwachen Fertigungsressourcen sowie Produktionsabläufe Darüber hinaus optimieren Sie Bestände, Dispositionsparameter und Bevorratungskonzepte für Eigenfertigungs- und Fremdbeschaffungskomponenten Zusätzlich koordinieren Sie Bedarfstermine, Änderungsprozesse und Reklamationen in enger Zusammenarbeit mit Fertigung, Einkauf, Logistik und Arbeitsvorbereitung Sie analysieren Kapazitätsrisiken, erstellen Forecasts und unterstützen die kontinuierliche Verbesserung von Planungs- und Steuerungsprozessen Qualifikation Sie verfügen über ein abgeschlossenes Studium im Bereich Maschinenbau, Elektrotechnik, Fahrzeugtechnik, Wirtschaftsingenieurwesen oder eine vergleichbare Qualifikation Idealerweise bringen Sie Berufserfahrung als Produktionsplaner (m/w/d), Fertigungsplaner (m/w/d), Arbeitsvorbereiter (m/w/d) oder Produktionssteuerer (m/w/d) mit Erforderlich sind fundierte Kenntnisse in der Auftragsplanung, Fertigungssteuerung sowie im Umgang mit Produktions- und Supply-Chain-Prozessen Zusätzlich sind sichere Kenntnisse...",out_of_scope,0.0,out_of_scope,الوظيفة في تخطيط الإنتاج والقدرات والمخزون وسلاسل التوريد، ولا تنتمي إلى المسارات التقنية الأربعة؛ لذلك خارج النطاق.
124,System Ingenieur- Integration & Tests / Funkkommunikationssysteme (m/w/x),"Projektbeschreibung: Technologie begeistert Sie? Uns auch! Zur Verstärkung unseres Expertenteams bei unserem Kunden aus der Funk- und Kommunikationsbranche suchen wir einen System Ingenieur- Integration & Tests / Funkkommunikationssysteme (m/w/x) in Festanstellung bei K-tronik. Wir freuen uns darauf, Sie persönlich kennen zu lernen - und gemeinsam mit Leidenschaft und Teamgeist an spannenden Projekten und zukunftsweisenden Technologien zu arbeiten. Aufgaben: Design und Realisierung von Funkkommunikationssystemen Analyse der technischen Anforderungen, Definition der Anwendungsfälle und Entwurf der Systemkonzepte & Test-Konzepte Entwicklung der Umgebung für die Integration / Test der System Komponenten in das Zielsystem / Zielplattform Definition der Systemtestfälle und Durchführung der Systemprüfungen im Labor und im Feld Design & Implementierung der Test-Prozeduren / Test-Automatisierung Integration der Funkkommunikationssysteme mit den Peripheriegeräten bis zur Abnahme beim Kunden Definition der Abnahmetests auf Systemebene sowie deren Erprobung unter realen Bedingungen Maßgebliche Beeinflussung unserer Produkt- und Systementwicklungen und Mitgestaltung eines wachsenden Geschäftsfeld Qualifikationen: Erfolgreich abgeschlossenes Studium der Elektrotechnik mit Schwerpunkt Nachrichtentechnik, oder Signalverarbeitung oder einer vergleichbaren Studienrichtung oder Ausbildung Erfahrung in der Abwicklung von behördlichen Projekten für Funkkommunikationssysteme Erfahrung in der Syst...",out_of_scope,2.65,out_of_scope,الدور متخصص في هندسة أنظمة الاتصالات الراديوية والتكامل والاختبارات الميدانية، وليس أحد مسارات تطوير البرمجيات المدعومة؛ لذلك خارج النطاق.
